run_id,run_dir,reward_fn,learning_rate,clip_range,epoch,inner_epoch,_step,history_step_num,loss,approx_kl,clipfrac,reward,reward_mean,reward_std,_runtime,_timestamp,images/_type,images/captions,images/count,images/filenames,images/format,images/height,images/width
lr_1e_4,/root/autodl-tmp/ddpo_pytorch_lr_sweep_2026-05-06/run/jpeg_4090_lr_1e_4_2026.05.06_18.08.10,jpeg_compressibility,0.0001,0.0001,12,0,50,50,-1.2146622929933095,4.0192627004387305e-11,0,,,,495.48210642,1778062579.7399447,,,,,,,
lr_1e_4,/root/autodl-tmp/ddpo_pytorch_lr_sweep_2026-05-06/run/jpeg_4090_lr_1e_4_2026.05.06_18.08.10,jpeg_compressibility,0.0001,0.0001,12,0,51,51,0.9116193374312688,2.1585790099809543e-10,0,,,,503.976223627,1778062586.8734684,,,,,,,
lr_1e_4,/root/autodl-tmp/ddpo_pytorch_lr_sweep_2026-05-06/run/jpeg_4090_lr_1e_4_2026.05.06_18.08.10,jpeg_compressibility,0.0001,0.0001,13,0,52,52,-1.1737371357922894,5.828664634277558e-11,0,"[-173.533, -76.581, -42.607, -103.589]",-99.0775,48.111809867744526,518.501727182,1778062602.6206539,images/separated,['macaque | -103.59'],1,['media/images/images_51_7ec16129f534121215ba.jpg'],jpg,256,256
lr_1e_4,/root/autodl-tmp/ddpo_pytorch_lr_sweep_2026-05-06/run/jpeg_4090_lr_1e_4_2026.05.06_18.08.10,jpeg_compressibility,0.0001,0.0001,13,0,53,53,1.5475461736389853,6.37080110887922e-10,0.019999999552965164,,,,525.736394843,1778062609.893184,,,,,,,
lr_1e_4,/root/autodl-tmp/ddpo_pytorch_lr_sweep_2026-05-06/run/jpeg_4090_lr_1e_4_2026.05.06_18.08.10,jpeg_compressibility,0.0001,0.0001,13,0,54,54,-0.4675881716233709,5.895238464059815e-11,0,,,,533.042027069,1778062617.1278598,,,,,,,
lr_1e_4,/root/autodl-tmp/ddpo_pytorch_lr_sweep_2026-05-06/run/jpeg_4090_lr_1e_4_2026.05.06_18.08.10,jpeg_compressibility,0.0001,0.0001,13,0,55,55,0.09377077417469179,2.3052167119619327e-10,0,,,,541.839204381,1778062624.4333742,,,,,,,
lr_1e_4,/root/autodl-tmp/ddpo_pytorch_lr_sweep_2026-05-06/run/jpeg_4090_lr_1e_4_2026.05.06_18.08.10,jpeg_compressibility,0.0001,0.0001,14,0,56,56,0.5126600253647563,1.635304912317448e-11,0,"[-98.571, -130.553, -147.538, -105.235]",-120.47425000000001,19.659697777114992,556.263239018,1778062640.465575,images/separated,['Australian terrier | -105.23'],1,['media/images/images_55_6ec48880c7f6f40563e1.jpg'],jpg,256,256
lr_1e_4,/root/autodl-tmp/ddpo_pytorch_lr_sweep_2026-05-06/run/jpeg_4090_lr_1e_4_2026.05.06_18.08.10,jpeg_compressibility,0.0001,0.0001,14,0,57,57,1.3766056184157385,2.629448880853147e-10,0.019999999552965164,,,,563.322752833,1778062647.654671,,,,,,,
lr_1e_4,/root/autodl-tmp/ddpo_pytorch_lr_sweep_2026-05-06/run/jpeg_4090_lr_1e_4_2026.05.06_18.08.10,jpeg_compressibility,0.0001,0.0001,14,0,58,58,-0.7751480952493899,3.8399702861902085e-10,0.03999999910593033,,,,570.537082897,1778062654.714109,,,,,,,
lr_1e_4,/root/autodl-tmp/ddpo_pytorch_lr_sweep_2026-05-06/run/jpeg_4090_lr_1e_4_2026.05.06_18.08.10,jpeg_compressibility,0.0001,0.0001,14,0,59,59,-1.1141044118024521,1.5682252163529142e-09,0.03999999910593033,,,,579.049654681,1778062661.928419,,,,,,,
lr_1e_4,/root/autodl-tmp/ddpo_pytorch_lr_sweep_2026-05-06/run/jpeg_4090_lr_1e_4_2026.05.06_18.08.10,jpeg_compressibility,0.0001,0.0001,15,0,60,60,-1.1019651822093637,7.766759457794592e-11,0,"[-87.725, -125.899, -95.493, -104.749]",-103.4665,14.284899255857567,593.539716684,1778062677.65889,images/separated,['admiral | -104.75'],1,['media/images/images_59_ed67c25063128ad74dce.jpg'],jpg,256,256
